image,scale_factor,da_center_depth,ud_center_depth,m3_center_depth,da_ud_abs_diff,da_m3_abs_diff,ud_m3_abs_diff,da_roi_median,ud_roi_median,m3_roi_median,da_output,ud_output,m3_output
/home/s11244/code/114/Vehicle-Distance-Forensics/data/input/sample.jpg,1.0,0.5195634961128235,286.0738220214844,95.63896942138672,285.554259,95.119406,190.434853,0.5409250259399414,276.81976318359375,95.33844757080078,/home/s11244/code/114/Vehicle-Distance-Forensics/data/output/runs/20260309_204033/compare/da2/sample_depth.png,/home/s11244/code/114/Vehicle-Distance-Forensics/data/output/runs/20260309_204033/compare/ud2/sample_depth.png,/home/s11244/code/114/Vehicle-Distance-Forensics/data/output/runs/20260309_204033/compare/metric3d/sample_depth.png
