image,scale_factor,da_center_depth,ud_center_depth,center_depth_abs_diff,da_roi_median,ud_roi_median,da_output,ud_output
/home/s11244/code/114/Vehicle-Distance-Forensics/data/input/sample.jpg,1.0,0.5195634961128235,286.0738220214844,285.554259,0.5409250259399414,276.81976318359375,/home/s11244/code/114/Vehicle-Distance-Forensics/data/output/runs/20260309_183942/compare/da2/sample_depth.png,/home/s11244/code/114/Vehicle-Distance-Forensics/data/output/runs/20260309_183942/compare/ud2/sample_depth.png
