image,model,scale_factor,center_x,center_y,center_depth,roi_median,roi_mean,roi_min,roi_max,output
/home/s11244/code/114/Vehicle-Distance-Forensics/data/input/sample.jpg,depth_anything_v2,1.0,1024,681,0.5196913480758667,nan,nan,nan,nan,/home/s11244/code/114/Vehicle-Distance-Forensics/data/output/runs/20260309_185107/compare/da2/sample_depth.png
