image,scale_factor,da_center_depth,ud_center_depth,m3_center_depth,da_ud_abs_diff,da_m3_abs_diff,ud_m3_abs_diff,da_roi_median,ud_roi_median,m3_roi_median,da_bev_center_distance_m,ud_bev_center_distance_m,m3_bev_center_distance_m,da_bev_roi_median_distance_m,ud_bev_roi_median_distance_m,m3_bev_roi_median_distance_m,da_ud_bev_abs_diff,da_m3_bev_abs_diff,ud_m3_bev_abs_diff,da_output,ud_output,m3_output,da_bev_output,ud_bev_output,m3_bev_output
/home/s11244/code/114/Vehicle-Distance-Forensics/data/input/sample.jpg,1.0,0.5196913480758667,285.775390625,95.78395080566406,285.255699,95.264259,189.991440,nan,nan,nan,0.5196913480758667,285.775390625,95.78395080566406,nan,nan,nan,285.255699,95.264259,189.991440,/home/s11244/code/114/Vehicle-Distance-Forensics/data/output/runs/20260312_020729/compare/da2/sample_depth.png,/home/s11244/code/114/Vehicle-Distance-Forensics/data/output/runs/20260312_020729/compare/ud2/sample_depth.png,/home/s11244/code/114/Vehicle-Distance-Forensics/data/output/runs/20260312_020729/compare/metric3d/sample_depth.png,/home/s11244/code/114/Vehicle-Distance-Forensics/data/output/runs/20260312_020729/compare/da2/sample_bev.png,/home/s11244/code/114/Vehicle-Distance-Forensics/data/output/runs/20260312_020729/compare/ud2/sample_bev.png,/home/s11244/code/114/Vehicle-Distance-Forensics/data/output/runs/20260312_020729/compare/metric3d/sample_bev.png
