image,model,scale_factor,center_x,center_y,center_depth,roi_median,roi_mean,roi_min,roi_max,auto_scale_gt,auto_scale_est_raw,auto_scale_enabled,bev_center_distance_m,bev_roi_median_distance_m,output,bev_output
/home/s11244/code/114/Vehicle-Distance-Forensics/data/input/sample.jpg,unidepth_v2,1.0,1024,681,285.775390625,nan,nan,nan,nan,nan,nan,0,285.775390625,nan,/home/s11244/code/114/Vehicle-Distance-Forensics/data/output/runs/20260312_020729/compare/ud2/sample_depth.png,/home/s11244/code/114/Vehicle-Distance-Forensics/data/output/runs/20260312_020729/compare/ud2/sample_bev.png
