image,model,scale_factor,center_x,center_y,center_depth,roi_median,roi_mean,roi_min,roi_max,auto_scale_gt,auto_scale_est_raw,auto_scale_enabled,bev_center_distance_m,bev_roi_median_distance_m,output,bev_output
/home/s11244/code/114/Vehicle-Distance-Forensics/data/input/sample.jpg,metric3d,1.0,1024,681,95.78395080566406,nan,nan,nan,nan,nan,nan,0,95.78395080566406,nan,/home/s11244/code/114/Vehicle-Distance-Forensics/data/output/runs/20260312_020729/compare/metric3d/sample_depth.png,/home/s11244/code/114/Vehicle-Distance-Forensics/data/output/runs/20260312_020729/compare/metric3d/sample_bev.png
