image,model,scale_factor,center_x,center_y,center_depth,roi_median,roi_mean,roi_min,roi_max,output
/home/s11244/code/114/Vehicle-Distance-Forensics/data/input/sample.jpg,metric3d,1.0,1024,681,95.63896942138672,95.33844757080078,106.63798522949219,41.189918518066406,200.0,/home/s11244/code/114/Vehicle-Distance-Forensics/data/output/runs/20260309_204033/compare/metric3d/sample_depth.png
